Time,Dataset,Repetition,SmoteMin,SmoteMax,RUS,Filter,Classifier,Tr_crIns,Tr_crIns%,Tr_incrIns,Tr_incrIns%,Tr_Kappa,Tr_meanAbs,Tr_rootMeanSq,Tr_relAbs,Tr_rootRelSq,Tr_NumIns,Tr_WA_TP,Tr_WA_FP,Tr_WA_Acc,Tr_WA_Recall,Tr_WA_F_M,Tr_WA_MCC,Tr_WA_ROC,Tr_WA_PRC,Te_crIns,Te_crIns%,Te_incrIns,Te_incrIns%,Te_Kappa,Te_meanAbs,Te_rootMeanSq,Te_relAbs,Te_rootRelSq,Te_NumIns,Te_WA_TP,Te_WA_FP,Te_WA_Acc,Te_WA_Recall,Te_WA_F_M,Te_WA_MCC,Te_WA_ROC,Te_WA_PRC,carToRetainWithClass
2020-10-3/2:44:26,lung_cancer,1,20,20,0,CFS,C4.5,152,99.35,1,0.65,0.99,0,0.05,2.67,16.55,153,0.99,0,0.99,0.99,0.99,0.98,1,0.99,46,68.66,21,31.34,0.46,0.13,0.35,63.61,109.43,67,0.69,0.12,0.84,0.69,0.72,0.56,0.78,0.69,509
2020-10-3/2:44:29,lung_cancer,1,20,20,0,CFS,Naive-Bayes,151,98.69,2,1.31,0.97,0.01,0.07,2.88,24.28,153,0.99,0,0.99,0.99,0.99,0.97,1,0.99,60,89.55,7,10.45,0.79,0.04,0.2,21.13,63.17,67,0.9,0.16,NaN,0.9,NaN,NaN,0.91,0.88,509
2020-10-3/2:44:30,lung_cancer,1,20,20,0,CFS,IB1,153,100,0,0,1,0.01,0.01,5.57,4.25,153,1,0,1,1,1,1,1,1,62,92.54,5,7.46,0.86,0.04,0.17,19.74,52.68,67,0.93,0.04,0.95,0.93,0.93,0.86,0.94,0.91,509
2020-10-3/2:44:34,lung_cancer,1,20,20,0,CFS,SVM,153,100,0,0,1,0.24,0.32,132.07,106.2,153,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.88,0.24,0.32,122.86,99.17,67,0.94,0.07,0.95,0.94,0.94,0.88,0.95,0.92,509
2020-10-3/2:44:44,lung_cancer,1,20,20,0,InfoGain,C4.5,152,99.35,1,0.65,0.99,0,0.05,2.67,16.55,153,0.99,0,0.99,0.99,0.99,0.98,1,0.99,55,82.09,12,17.91,0.63,0.07,0.27,36.44,82.5,67,0.82,0.22,0.83,0.82,0.82,0.64,0.8,0.74,509
2020-10-3/2:44:47,lung_cancer,1,20,20,0,InfoGain,Naive-Bayes,151,98.69,2,1.31,0.97,0.01,0.07,2.88,24.28,153,0.99,0,0.99,0.99,0.99,0.97,0.99,0.99,62,92.54,5,7.46,0.85,0.03,0.17,15.09,53.39,67,0.93,0.12,0.93,0.93,0.92,0.84,0.94,0.91,509
2020-10-3/2:44:48,lung_cancer,1,20,20,0,InfoGain,IB1,153,100,0,0,1,0.01,0.01,5.57,4.25,153,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.88,0.03,0.15,16.81,47.15,67,0.94,0.07,0.94,0.94,0.94,0.88,0.94,0.91,509
2020-10-3/2:44:51,lung_cancer,1,20,20,0,InfoGain,SVM,153,100,0,0,1,0.24,0.32,132.07,106.2,153,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.24,0.32,122.56,98.88,67,0.95,0.06,0.96,0.95,0.95,0.91,0.96,0.93,509
2020-10-3/2:45:7,lung_cancer,1,20,20,0,ReliefF,C4.5,151,98.69,2,1.31,0.97,0.01,0.06,4.59,21.69,153,0.99,0,0.99,0.99,0.99,0.97,1,0.99,57,85.07,10,14.93,0.71,0.06,0.22,28.39,69.13,67,0.85,0.13,0.87,0.85,0.85,0.72,0.88,0.83,509
2020-10-3/2:45:10,lung_cancer,1,20,20,0,ReliefF,Naive-Bayes,150,98.04,3,1.96,0.96,0.01,0.09,4.32,29.74,153,0.98,0,0.98,0.98,0.98,0.95,1,0.98,61,91.04,6,8.96,0.83,0.04,0.19,18.11,58.48,67,0.91,0.07,0.93,0.91,0.91,0.82,0.94,0.9,509
2020-10-3/2:45:11,lung_cancer,1,20,20,0,ReliefF,IB1,153,100,0,0,1,0.01,0.01,5.57,4.25,153,1,0,1,1,1,1,1,1,60,89.55,7,10.45,0.79,0.05,0.2,25.58,62.29,67,0.9,0.16,0.9,0.9,0.89,0.78,0.87,0.83,509
2020-10-3/2:45:14,lung_cancer,1,20,20,0,ReliefF,SVM,153,100,0,0,1,0.24,0.32,132.07,106.18,153,1,0,1,1,1,1,1,1,62,92.54,5,7.46,0.85,0.24,0.32,123.16,99.42,67,0.93,0.09,0.93,0.93,0.92,0.86,0.94,0.9,509
2020-10-3/2:48:39,lung_cancer,1,20,40,0,None,C4.5,170,98.84,2,1.16,0.97,0.01,0.06,4.48,21.44,172,0.99,0,0.99,0.99,0.99,0.97,1,0.99,53,79.1,14,20.9,0.59,0.08,0.28,41.98,85.17,67,0.79,0.16,0.83,0.79,0.78,0.65,0.83,0.74,12601
2020-10-3/2:49:30,lung_cancer,1,20,40,0,None,Naive-Bayes,151,87.79,21,12.21,0.74,0.05,0.22,29.46,77.79,172,0.88,0.05,0.92,0.88,0.89,0.75,0.92,0.89,56,83.58,11,16.42,0.69,0.07,0.26,34.45,78.87,67,0.84,0.16,NaN,0.84,NaN,NaN,0.84,0.78,12601
2020-10-3/2:49:36,lung_cancer,1,20,40,0,None,IB1,172,100,0,0,1,0.01,0.01,5.45,3.98,172,1,0,1,1,1,1,1,1,53,79.1,14,20.9,0.51,0.09,0.29,47.35,87.78,67,0.79,0.37,NaN,0.79,NaN,NaN,0.71,0.67,12601
2020-10-3/2:50:38,lung_cancer,1,20,40,0,None,SVM,172,100,0,0,1,0.24,0.32,144.79,111.29,172,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.24,0.32,127.14,98.42,67,0.95,0.06,0.96,0.95,0.95,0.91,0.96,0.93,12601
2020-10-3/6:22:11,lung_cancer,1,20,40,0,CFS,C4.5,171,99.42,1,0.58,0.99,0,0.05,2.61,16.36,172,0.99,0,0.99,0.99,0.99,0.98,1,0.99,52,77.61,15,22.39,0.57,0.09,0.3,47.2,92.11,67,0.78,0.17,0.81,0.78,0.78,0.62,0.8,0.71,515
2020-10-3/6:22:13,lung_cancer,1,20,40,0,CFS,Naive-Bayes,170,98.84,2,1.16,0.97,0,0.07,2.81,24.01,172,0.99,0,0.99,0.99,0.99,0.97,1,0.99,60,89.55,7,10.45,0.79,0.04,0.2,21.92,62.91,67,0.9,0.16,NaN,0.9,NaN,NaN,0.91,0.87,515
2020-10-3/6:22:14,lung_cancer,1,20,40,0,CFS,IB1,172,100,0,0,1,0.01,0.01,5.45,3.98,172,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.89,0.03,0.15,16.91,47.01,67,0.94,0.04,0.95,0.94,0.94,0.89,0.95,0.93,515
2020-10-3/6:22:18,lung_cancer,1,20,40,0,CFS,SVM,172,100,0,0,1,0.24,0.32,144.79,111.3,172,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.24,0.32,127.14,98.45,67,0.95,0.03,0.96,0.95,0.95,0.92,0.97,0.93,515
2020-10-3/6:22:29,lung_cancer,1,20,40,0,InfoGain,C4.5,171,99.42,1,0.58,0.99,0,0.05,2.61,16.36,172,0.99,0,0.99,0.99,0.99,0.98,1,0.99,55,82.09,12,17.91,0.63,0.07,0.27,37.8,82.16,67,0.82,0.22,0.83,0.82,0.82,0.64,0.8,0.74,515
2020-10-3/6:22:32,lung_cancer,1,20,40,0,InfoGain,Naive-Bayes,170,98.84,2,1.16,0.97,0,0.07,2.81,24.01,172,0.99,0,0.99,0.99,0.99,0.97,1,0.99,63,94.03,4,5.97,0.88,0.02,0.15,12.53,47.56,67,0.94,0.09,0.94,0.94,0.93,0.87,0.94,0.91,515
2020-10-3/6:22:33,lung_cancer,1,20,40,0,InfoGain,IB1,172,100,0,0,1,0.01,0.01,5.45,3.98,172,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.88,0.03,0.15,16.91,47.01,67,0.94,0.07,0.94,0.94,0.94,0.88,0.94,0.91,515
2020-10-3/6:22:36,lung_cancer,1,20,40,0,InfoGain,SVM,172,100,0,0,1,0.24,0.32,144.79,111.32,172,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.88,0.24,0.32,127.46,98.76,67,0.94,0.09,0.94,0.94,0.94,0.88,0.94,0.91,515
2020-10-3/6:22:54,lung_cancer,1,20,40,0,ReliefF,C4.5,170,98.84,2,1.16,0.97,0.01,0.06,4.48,21.44,172,0.99,0,0.99,0.99,0.99,0.97,1,0.99,56,83.58,11,16.42,0.69,0.06,0.23,31.54,70.65,67,0.84,0.13,0.87,0.84,0.84,0.69,0.88,0.82,515
2020-10-3/6:22:57,lung_cancer,1,20,40,0,ReliefF,Naive-Bayes,168,97.67,4,2.33,0.94,0.01,0.1,5.61,33.95,172,0.98,0,0.98,0.98,0.98,0.94,1,0.98,61,91.04,6,8.96,0.83,0.04,0.19,18.79,58.25,67,0.91,0.07,0.93,0.91,0.91,0.82,0.94,0.9,515
2020-10-3/6:22:58,lung_cancer,1,20,40,0,ReliefF,IB1,172,100,0,0,1,0.01,0.01,5.45,3.98,172,1,0,1,1,1,1,1,1,61,91.04,6,8.96,0.82,0.04,0.19,23,57.52,67,0.91,0.13,0.91,0.91,0.91,0.81,0.89,0.86,515
2020-10-3/6:23:1,lung_cancer,1,20,40,0,ReliefF,SVM,172,100,0,0,1,0.24,0.32,144.79,111.3,172,1,0,1,1,1,1,1,1,62,92.54,5,7.46,0.86,0.24,0.32,127.77,99.02,67,0.93,0.07,0.93,0.93,0.93,0.86,0.95,0.91,515
2020-10-3/6:27:16,lung_cancer,1,20,100,0,None,C4.5,228,99.56,1,0.44,0.99,0,0.03,1.78,13.56,229,1,0,1,1,1,0.99,1,1,55,82.09,12,17.91,0.66,0.07,0.26,40.66,79.63,67,0.82,0.13,0.87,0.82,0.82,0.7,0.85,0.78,12601
2020-10-3/6:28:8,lung_cancer,1,20,100,0,None,Naive-Bayes,205,89.52,24,10.48,0.73,0.04,0.2,32.06,81.34,229,0.9,0.05,0.94,0.9,0.91,0.73,0.93,0.92,57,85.07,10,14.93,0.72,0.06,0.24,33.88,74.08,67,0.85,0.1,0.85,0.85,0.84,0.72,0.88,0.82,12601
2020-10-3/6:28:16,lung_cancer,1,20,100,0,None,IB1,229,100,0,0,1,0.01,0.01,5.23,3.4,229,1,0,1,1,1,1,1,1,53,79.1,14,20.9,0.51,0.09,0.29,50.3,86.75,67,0.79,0.37,NaN,0.79,NaN,NaN,0.71,0.67,12601
2020-10-3/6:29:18,lung_cancer,1,20,100,0,None,SVM,229,100,0,0,1,0.24,0.32,183.53,125.62,229,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.24,0.32,137.57,96.96,67,0.95,0.06,0.96,0.95,0.95,0.91,0.96,0.93,12601
2020-10-3/10:26:19,lung_cancer,1,20,100,0,CFS,C4.5,228,99.56,1,0.44,0.99,0,0.04,2.48,16,229,1,0,1,1,1,0.99,1,1,55,82.09,12,17.91,0.64,0.07,0.27,41.14,81.18,67,0.82,0.19,0.84,0.82,0.82,0.66,0.81,0.75,567
2020-10-3/10:26:22,lung_cancer,1,20,100,0,CFS,Naive-Bayes,227,99.13,2,0.87,0.97,0,0.06,2.67,23.48,229,0.99,0,0.99,0.99,0.99,0.97,1,0.99,61,91.04,6,8.96,0.82,0.04,0.19,20.33,57.38,67,0.91,0.13,NaN,0.91,NaN,NaN,0.91,0.87,567
2020-10-3/10:26:24,lung_cancer,1,20,100,0,CFS,IB1,229,100,0,0,1,0.01,0.01,5.23,3.4,229,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.88,0.03,0.15,17.14,46.42,67,0.94,0.07,0.95,0.94,0.94,0.88,0.94,0.91,567
2020-10-3/10:26:28,lung_cancer,1,20,100,0,CFS,SVM,229,100,0,0,1,0.24,0.32,183.53,125.63,229,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.24,0.32,137.57,97.01,67,0.95,0.06,0.96,0.95,0.95,0.91,0.96,0.93,567
2020-10-3/10:26:43,lung_cancer,1,20,100,0,InfoGain,C4.5,228,99.56,1,0.44,0.99,0,0.04,2,14.38,229,1,0,1,1,1,0.99,1,1,54,80.6,13,19.4,0.66,0.08,0.27,46.59,80.73,67,0.81,0.11,0.88,0.81,0.83,0.67,0.85,0.81,567
2020-10-3/10:26:46,lung_cancer,1,20,100,0,InfoGain,Naive-Bayes,226,98.69,3,1.31,0.96,0.01,0.07,4.01,28.76,229,0.99,0,0.99,0.99,0.99,0.96,1,0.99,63,94.03,4,5.97,0.88,0.02,0.15,13.55,46.85,67,0.94,0.09,0.94,0.94,0.93,0.87,0.93,0.91,567
2020-10-3/10:26:47,lung_cancer,1,20,100,0,InfoGain,IB1,229,100,0,0,1,0.01,0.01,5.23,3.4,229,1,0,1,1,1,1,1,1,62,92.54,5,7.46,0.85,0.04,0.17,20.46,51.88,67,0.93,0.1,0.93,0.93,0.92,0.84,0.92,0.88,567
2020-10-3/10:26:51,lung_cancer,1,20,100,0,InfoGain,SVM,229,100,0,0,1,0.24,0.32,183.53,125.63,229,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.24,0.32,137.57,97.01,67,0.95,0.06,0.96,0.95,0.95,0.91,0.96,0.93,567
2020-10-3/10:27:17,lung_cancer,1,20,100,0,ReliefF,C4.5,228,99.56,1,0.44,0.99,0,0.04,2.66,16.56,229,1,0.02,1,1,1,0.98,0.99,0.99,61,91.04,6,8.96,0.83,0.04,0.19,21.05,57.34,67,0.91,0.1,0.92,0.91,0.91,0.82,0.9,0.86,567
2020-10-3/10:27:20,lung_cancer,1,20,100,0,ReliefF,Naive-Bayes,225,98.25,4,1.75,0.95,0.01,0.08,5.34,33.21,229,0.98,0,0.98,0.98,0.98,0.95,1,0.98,60,89.55,7,10.45,0.81,0.04,0.2,23.72,61.98,67,0.9,0.07,0.92,0.9,0.89,0.8,0.94,0.89,567
2020-10-3/10:27:21,lung_cancer,1,20,100,0,ReliefF,IB1,229,100,0,0,1,0.01,0.01,5.23,3.4,229,1,0,1,1,1,1,1,1,59,88.06,8,11.94,0.75,0.05,0.22,30.41,65.6,67,0.88,0.19,0.88,0.88,0.87,0.74,0.85,0.81,567
2020-10-3/10:27:25,lung_cancer,1,20,100,0,ReliefF,SVM,229,100,0,0,1,0.24,0.32,183.53,125.63,229,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.88,0.24,0.32,137.91,97.27,67,0.94,0.07,0.95,0.94,0.94,0.88,0.95,0.92,567
2020-10-3/10:30:19,lung_cancer,1,40,0,0,None,C4.5,135,99.26,1,0.74,0.99,0.01,0.05,2.7,16.6,136,0.99,0,0.99,0.99,0.99,0.98,1,0.99,55,82.09,12,17.91,0.64,0.07,0.27,34.72,82.67,67,0.82,0.16,0.85,0.82,0.81,0.7,0.83,0.74,12601
2020-10-3/10:31:4,lung_cancer,1,40,0,0,None,Naive-Bayes,122,89.71,14,10.29,0.81,0.04,0.2,20.35,64.46,136,0.9,0.04,0.92,0.9,0.9,0.8,0.93,0.89,57,85.07,10,14.93,0.71,0.06,0.24,28.76,75.66,67,0.85,0.16,NaN,0.85,NaN,NaN,0.85,0.8,12601
2020-10-3/10:31:10,lung_cancer,1,40,0,0,None,IB1,136,100,0,0,1,0.01,0.01,5.61,4.51,136,1,0,1,1,1,1,1,1,52,77.61,15,22.39,0.51,0.1,0.29,47.08,91.12,67,0.78,0.34,0.78,0.78,0.76,0.5,0.72,0.67,12601
2020-10-3/10:32:2,lung_cancer,1,40,0,0,None,SVM,136,100,0,0,1,0.24,0.32,118.59,100.45,136,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.24,0.32,116.78,99.03,67,0.95,0.06,0.96,0.95,0.95,0.91,0.96,0.93,12601
2020-10-3/14:18:4,lung_cancer,1,40,0,0,CFS,C4.5,134,98.53,2,1.47,0.97,0.01,0.08,5.57,23.86,136,0.98,0.02,0.99,0.98,0.98,0.97,0.99,0.98,47,70.15,20,29.85,0.44,0.12,0.34,58.8,106.77,67,0.7,0.2,0.8,0.7,0.72,0.53,0.75,0.66,488
2020-10-3/14:18:7,lung_cancer,1,40,0,0,CFS,Naive-Bayes,135,99.26,1,0.74,0.99,0,0.05,1.45,17.23,136,0.99,0,0.99,0.99,0.99,0.98,1,0.99,60,89.55,7,10.45,0.79,0.04,0.2,20.13,63.3,67,0.9,0.16,NaN,0.9,NaN,NaN,0.89,0.86,488
2020-10-3/14:18:8,lung_cancer,1,40,0,0,CFS,IB1,136,100,0,0,1,0.01,0.01,5.61,4.51,136,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.03,0.13,13.79,40.94,67,0.95,0.03,0.96,0.95,0.95,0.91,0.96,0.94,488
2020-10-3/14:18:11,lung_cancer,1,40,0,0,CFS,SVM,136,100,0,0,1,0.24,0.32,118.59,100.45,136,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.88,0.24,0.32,117.07,99.35,67,0.94,0.07,0.95,0.94,0.94,0.88,0.95,0.91,488
2020-10-3/14:18:20,lung_cancer,1,40,0,0,InfoGain,C4.5,134,98.53,2,1.47,0.97,0.01,0.08,5.57,23.86,136,0.98,0.02,0.99,0.98,0.98,0.97,0.99,0.98,54,80.6,13,19.4,0.61,0.08,0.28,38.82,85.8,67,0.81,0.19,0.83,0.81,0.8,0.65,0.81,0.72,488
2020-10-3/14:18:23,lung_cancer,1,40,0,0,InfoGain,Naive-Bayes,134,98.53,2,1.47,0.97,0.01,0.08,2.91,24.36,136,0.98,0,0.99,0.98,0.98,0.97,0.99,0.98,61,91.04,6,8.96,0.81,0.04,0.19,17.15,58.24,67,0.91,0.15,0.91,0.91,0.9,0.81,0.92,0.9,488
2020-10-3/14:18:24,lung_cancer,1,40,0,0,InfoGain,IB1,136,100,0,0,1,0.01,0.01,5.61,4.51,136,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.88,0.03,0.15,16.56,47.2,67,0.94,0.07,0.94,0.94,0.94,0.88,0.94,0.91,488
2020-10-3/14:18:27,lung_cancer,1,40,0,0,InfoGain,SVM,136,100,0,0,1,0.24,0.32,118.59,100.45,136,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.24,0.32,116.78,99.09,67,0.95,0.06,0.96,0.95,0.95,0.91,0.96,0.93,488
2020-10-3/14:18:41,lung_cancer,1,40,0,0,ReliefF,C4.5,135,99.26,1,0.74,0.99,0.01,0.05,2.7,16.6,136,0.99,0,0.99,0.99,0.99,0.98,1,0.99,59,88.06,8,11.94,0.76,0.05,0.22,23.22,67.42,67,0.88,0.13,0.89,0.88,0.88,0.78,0.88,0.82,488
2020-10-3/14:18:44,lung_cancer,1,40,0,0,ReliefF,Naive-Bayes,134,98.53,2,1.47,0.97,0.01,0.08,2.91,24.36,136,0.98,0,0.99,0.98,0.98,0.97,0.99,0.98,60,89.55,7,10.45,0.8,0.04,0.2,20.13,63.3,67,0.9,0.1,NaN,0.9,NaN,NaN,0.93,0.88,488
2020-10-3/14:18:44,lung_cancer,1,40,0,0,ReliefF,IB1,136,100,0,0,1,0.01,0.01,5.61,4.51,136,1,0,1,1,1,1,1,1,62,92.54,5,7.46,0.85,0.04,0.17,19.34,52.73,67,0.93,0.1,0.93,0.93,0.92,0.84,0.92,0.88,488
2020-10-3/14:18:48,lung_cancer,1,40,0,0,ReliefF,SVM,136,100,0,0,1,0.24,0.32,118.59,100.44,136,1,0,1,1,1,1,1,1,62,92.54,5,7.46,0.85,0.24,0.32,117.36,99.66,67,0.93,0.1,0.93,0.93,0.92,0.84,0.93,0.9,488
2020-10-3/14:21:55,lung_cancer,1,40,20,0,None,C4.5,152,98.7,2,1.3,0.97,0.01,0.06,4.49,21.45,154,0.99,0,0.99,0.99,0.99,0.97,1,0.99,53,79.1,14,20.9,0.59,0.08,0.28,40.23,85.56,67,0.79,0.16,0.83,0.79,0.78,0.65,0.83,0.74,12601
2020-10-3/14:22:45,lung_cancer,1,40,20,0,None,Naive-Bayes,136,88.31,18,11.69,0.77,0.05,0.22,25.36,72.05,154,0.88,0.04,0.92,0.88,0.89,0.77,0.92,0.89,56,83.58,11,16.42,0.69,0.07,0.26,33.01,79.23,67,0.84,0.16,NaN,0.84,NaN,NaN,0.84,0.78,12601
2020-10-3/14:22:51,lung_cancer,1,40,20,0,None,IB1,154,100,0,0,1,0.01,0.01,5.46,4.19,154,1,0,1,1,1,1,1,1,51,76.12,16,23.88,0.46,0.1,0.3,51.57,94.12,67,0.76,0.37,NaN,0.76,NaN,NaN,0.69,0.65,12601
2020-10-3/14:23:55,lung_cancer,1,40,20,0,None,SVM,154,100,0,0,1,0.24,0.32,130.18,105.38,154,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.24,0.32,121.85,98.87,67,0.95,0.06,0.96,0.95,0.95,0.91,0.96,0.93,12601
2020-10-3/18:0:59,lung_cancer,1,40,20,0,CFS,C4.5,153,99.35,1,0.65,0.99,0,0.05,2.62,16.37,154,0.99,0,0.99,0.99,0.99,0.98,1,0.99,48,71.64,19,28.36,0.47,0.11,0.34,57.24,104.14,67,0.72,0.14,0.78,0.72,0.73,0.57,0.79,0.68,521
2020-10-3/18:1:2,lung_cancer,1,40,20,0,CFS,Naive-Bayes,152,98.7,2,1.3,0.97,0.01,0.07,2.82,24.02,154,0.99,0,0.99,0.99,0.99,0.97,1,0.99,60,89.55,7,10.45,0.79,0.04,0.2,21.01,63.2,67,0.9,0.16,NaN,0.9,NaN,NaN,0.9,0.87,521
2020-10-3/18:1:3,lung_cancer,1,40,20,0,CFS,IB1,154,100,0,0,1,0.01,0.01,5.46,4.19,154,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.89,0.03,0.15,16.69,47.18,67,0.94,0.04,0.95,0.94,0.94,0.89,0.95,0.93,521
2020-10-3/18:1:7,lung_cancer,1,40,20,0,CFS,SVM,154,100,0,0,1,0.24,0.32,130.18,105.38,154,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.88,0.24,0.32,122.15,99.22,67,0.94,0.09,0.94,0.94,0.94,0.88,0.94,0.9,521
2020-10-3/18:1:17,lung_cancer,1,40,20,0,InfoGain,C4.5,153,99.35,1,0.65,0.99,0,0.05,2.62,16.37,154,0.99,0,0.99,0.99,0.99,0.98,1,0.99,52,77.61,15,22.39,0.55,0.09,0.3,45.23,92.33,67,0.78,0.22,0.8,0.78,0.77,0.59,0.77,0.69,521
2020-10-3/18:1:20,lung_cancer,1,40,20,0,InfoGain,Naive-Bayes,152,98.7,2,1.3,0.97,0.01,0.07,2.82,24.02,154,0.99,0,0.99,0.99,0.99,0.97,0.99,0.99,62,92.54,5,7.46,0.85,0.03,0.17,15.01,53.42,67,0.93,0.12,0.93,0.93,0.92,0.84,0.94,0.91,521
2020-10-3/18:1:21,lung_cancer,1,40,20,0,InfoGain,IB1,154,100,0,0,1,0.01,0.01,5.46,4.19,154,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.88,0.03,0.15,16.69,47.18,67,0.94,0.07,0.94,0.94,0.94,0.88,0.94,0.91,521
2020-10-3/18:1:24,lung_cancer,1,40,20,0,InfoGain,SVM,154,100,0,0,1,0.24,0.32,130.18,105.38,154,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.24,0.32,121.85,98.93,67,0.95,0.06,0.96,0.95,0.95,0.91,0.96,0.93,521
2020-10-3/18:1:40,lung_cancer,1,40,20,0,ReliefF,C4.5,152,98.7,2,1.3,0.97,0.01,0.06,4.49,21.45,154,0.99,0,0.99,0.99,0.99,0.97,1,0.99,57,85.07,10,14.93,0.71,0.06,0.22,28.22,69.17,67,0.85,0.13,0.87,0.85,0.85,0.72,0.88,0.83,521
2020-10-3/18:1:43,lung_cancer,1,40,20,0,ReliefF,Naive-Bayes,151,98.05,3,1.95,0.96,0.01,0.09,4.23,29.42,154,0.98,0,0.98,0.98,0.98,0.96,1,0.98,60,89.55,7,10.45,0.8,0.04,0.2,21.04,63.2,67,0.9,0.1,0.91,0.9,0.89,0.79,0.92,0.87,521
2020-10-3/18:1:44,lung_cancer,1,40,20,0,ReliefF,IB1,154,100,0,0,1,0.01,0.01,5.46,4.19,154,1,0,1,1,1,1,1,1,61,91.04,6,8.96,0.82,0.04,0.19,22.5,57.72,67,0.91,0.13,0.91,0.91,0.91,0.81,0.89,0.86,521
2020-10-3/18:1:48,lung_cancer,1,40,20,0,ReliefF,SVM,154,100,0,0,1,0.24,0.32,130.18,105.37,154,1,0,1,1,1,1,1,1,62,92.54,5,7.46,0.85,0.24,0.32,122.45,99.51,67,0.93,0.1,0.93,0.93,0.92,0.84,0.94,0.9,521
2020-10-3/18:5:12,lung_cancer,1,40,40,0,None,C4.5,171,98.84,2,1.16,0.97,0.01,0.06,4.38,21.2,173,0.99,0,0.99,0.99,0.99,0.97,1,0.99,53,79.1,14,20.9,0.59,0.08,0.28,41.74,85.23,67,0.79,0.16,0.83,0.79,0.78,0.65,0.83,0.74,12601
2020-10-3/18:6:2,lung_cancer,1,40,40,0,None,Naive-Bayes,153,88.44,20,11.56,0.76,0.05,0.21,27.47,75.08,173,0.88,0.04,0.92,0.88,0.9,0.76,0.92,0.9,54,80.6,13,19.4,0.63,0.08,0.28,40.48,85.8,67,0.81,0.19,NaN,0.81,NaN,NaN,0.81,0.75,12601
2020-10-3/18:6:8,lung_cancer,1,40,40,0,None,IB1,173,100,0,0,1,0.01,0.01,5.34,3.92,173,1,0,1,1,1,1,1,1,54,80.6,13,19.4,0.56,0.08,0.27,44.03,84.66,67,0.81,0.34,0.82,0.81,0.79,0.57,0.73,0.69,12601
2020-10-3/18:7:12,lung_cancer,1,40,40,0,None,SVM,173,100,0,0,1,0.24,0.32,142.59,110.39,173,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.24,0.32,126.43,98.49,67,0.95,0.06,0.96,0.95,0.95,0.91,0.96,0.93,12601
2020-10-3/21:55:23,lung_cancer,1,40,40,0,CFS,C4.5,172,99.42,1,0.58,0.99,0,0.05,2.55,16.18,173,0.99,0,0.99,0.99,0.99,0.98,1,0.99,54,80.6,13,19.4,0.61,0.08,0.28,40.71,85.6,67,0.81,0.19,0.82,0.81,0.8,0.64,0.8,0.73,543
2020-10-3/21:55:27,lung_cancer,1,40,40,0,CFS,Naive-Bayes,171,98.84,2,1.16,0.97,0,0.07,2.75,23.74,173,0.99,0,0.99,0.99,0.99,0.97,1,0.99,59,88.06,8,11.94,0.76,0.05,0.21,23.82,64.83,67,0.88,0.16,NaN,0.88,NaN,NaN,0.89,0.85,543
2020-10-3/21:55:28,lung_cancer,1,40,40,0,CFS,IB1,173,100,0,0,1,0.01,0.01,5.34,3.92,173,1,0,1,1,1,1,1,1,63,94.03,4,5.97,0.89,0.03,0.15,16.8,47.05,67,0.94,0.04,0.95,0.94,0.94,0.88,0.95,0.93,543
2020-10-3/21:55:31,lung_cancer,1,40,40,0,CFS,SVM,173,100,0,0,1,0.24,0.32,142.59,110.41,173,1,0,1,1,1,1,1,1,64,95.52,3,4.48,0.91,0.24,0.32,126.43,98.52,67,0.95,0.03,0.96,0.95,0.95,0.92,0.97,0.93,543
2020-10-3/21:55:42,lung_cancer,1,40,40,0,InfoGain,C4.5,172,99.42,1,0.58,0.99,0,0.05,2.55,16.18,173,0.99,0,0.99,0.99,0.99,0.98,1,0.99,55,82.09,12,17.91,0.63,0.07,0.27,37.59,82.22,67,0.82,0.22,0.83,0.82,0.82,0.64,0.8,0.74,543
