Time,Dataset,Repetition,SmoteMin,SmoteMax,RUS,Filter,Classifier,Tr_crIns,Tr_crIns%,Tr_incrIns,Tr_incrIns%,Tr_Kappa,Tr_meanAbs,Tr_rootMeanSq,Tr_relAbs,Tr_rootRelSq,Tr_NumIns,Tr_WA_TP,Tr_WA_FP,Tr_WA_Acc,Tr_WA_Recall,Tr_WA_F_M,Tr_WA_MCC,Tr_WA_ROC,Tr_WA_PRC,Te_crIns,Te_crIns%,Te_incrIns,Te_incrIns%,Te_Kappa,Te_meanAbs,Te_rootMeanSq,Te_relAbs,Te_rootRelSq,Te_NumIns,Te_WA_TP,Te_WA_FP,Te_WA_Acc,Te_WA_Recall,Te_WA_F_M,Te_WA_MCC,Te_WA_ROC,Te_WA_PRC,carToRetainWithClass
2020-10-1/19:51:2,leukemia2,1,20,20,0,ReliefF,IB1,52,100,0,0,1,0.02,0.03,5.51,5.48,52,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.18,0.4,40.72,83.62,24,0.75,0.15,0.79,0.75,0.74,0.63,0.8,0.65,164
2020-10-1/19:51:3,leukemia2,1,20,20,0,ReliefF,SVM,52,100,0,0,1,0.22,0.27,50.49,58.04,52,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.3,0.38,66.36,80.91,24,0.75,0.15,0.77,0.75,0.75,0.62,0.8,0.67,164
2020-10-1/19:52:11,leukemia2,1,20,40,0,None,C4.5,56,100,0,0,1,0,0,0,0,56,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,37.03,84.63,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,11226
2020-10-1/19:52:42,leukemia2,1,20,40,0,None,Naive-Bayes,56,100,0,0,1,0,0,0,0,56,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.51,59.84,24,0.88,0.06,0.87,0.88,0.87,0.81,0.91,0.81,11226
2020-10-1/19:52:44,leukemia2,1,20,40,0,None,IB1,56,100,0,0,1,0.02,0.02,5.2,5.15,56,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.08,0.23,16.74,47.86,24,0.92,0.04,0.93,0.92,0.91,0.89,0.94,0.87,11226
2020-10-1/19:53:3,leukemia2,1,20,40,0,None,SVM,56,100,0,0,1,0.22,0.27,51.18,58.45,56,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,53.49,63.08,24,0.92,0.05,0.92,0.92,0.92,0.88,0.95,0.88,11226
2020-10-1/20:13:52,leukemia2,1,20,40,0,CFS,C4.5,56,100,0,0,1,0,0,0,0,56,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,37.03,84.63,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,157
2020-10-1/20:13:53,leukemia2,1,20,40,0,CFS,Naive-Bayes,56,100,0,0,1,0,0,0,0,56,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.51,59.84,24,0.88,0.06,0.9,0.88,0.88,0.82,0.94,0.86,157
2020-10-1/20:13:54,leukemia2,1,20,40,0,CFS,IB1,56,100,0,0,1,0.02,0.02,5.2,5.15,56,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.8,0.1,0.28,22.59,58.51,24,0.88,0.08,0.89,0.88,0.87,0.82,0.9,0.8,157
2020-10-1/20:13:55,leukemia2,1,20,40,0,CFS,SVM,56,100,0,0,1,0.22,0.27,51.18,58.45,56,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,53.49,63.08,24,0.92,0.06,0.93,0.92,0.92,0.88,0.95,0.89,157
2020-10-1/20:13:59,leukemia2,1,20,40,0,InfoGain,C4.5,56,100,0,0,1,0,0,0,0,56,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.51,59.84,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,157
2020-10-1/20:14:1,leukemia2,1,20,40,0,InfoGain,Naive-Bayes,56,100,0,0,1,0,0,0,0,56,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.51,59.84,24,0.88,0.06,0.91,0.88,0.87,0.82,0.93,0.89,157
2020-10-1/20:14:1,leukemia2,1,20,40,0,InfoGain,IB1,56,100,0,0,1,0.02,0.02,5.2,5.15,56,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.68,0.15,0.36,34.31,75.43,24,0.79,0.12,0.81,0.79,0.79,0.69,0.83,0.71,157
2020-10-1/20:14:3,leukemia2,1,20,40,0,InfoGain,SVM,56,100,0,0,1,0.22,0.27,51.18,58.45,56,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.29,0.37,63.77,77.25,24,0.75,0.15,0.77,0.75,0.75,0.62,0.82,0.68,157
2020-10-1/20:14:7,leukemia2,1,20,40,0,ReliefF,C4.5,56,100,0,0,1,0,0,0,0,56,1,0,1,1,1,1,1,1,17,70.83,7,29.17,0.55,0.19,0.44,43.2,91.41,24,0.71,0.17,0.7,0.71,0.7,0.53,0.77,0.62,157
2020-10-1/20:14:9,leukemia2,1,20,40,0,ReliefF,Naive-Bayes,56,100,0,0,1,0,0,0,0,56,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.51,59.84,24,0.88,0.06,0.91,0.88,0.87,0.82,0.92,0.86,157
2020-10-1/20:14:9,leukemia2,1,20,40,0,ReliefF,IB1,56,100,0,0,1,0.02,0.02,5.2,5.15,56,1,0,1,1,1,1,1,1,17,70.83,7,29.17,0.54,0.21,0.43,46.03,89.19,24,0.71,0.18,0.75,0.71,0.7,0.56,0.76,0.6,157
2020-10-1/20:14:10,leukemia2,1,20,40,0,ReliefF,SVM,56,100,0,0,1,0.22,0.27,51.18,58.45,56,1,0,1,1,1,1,1,1,17,70.83,7,29.17,0.54,0.31,0.4,67.89,82.24,24,0.71,0.17,0.75,0.71,0.7,0.57,0.79,0.63,157
2020-10-1/20:15:26,leukemia2,1,20,100,0,None,C4.5,67,100,0,0,1,0,0,0,0,67,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,36.4,81.22,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,11226
2020-10-1/20:15:58,leukemia2,1,20,100,0,None,Naive-Bayes,67,100,0,0,1,0,0,0,0,67,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.2,57.43,24,0.88,0.06,0.87,0.88,0.87,0.81,0.93,0.83,11226
2020-10-1/20:16:0,leukemia2,1,20,100,0,None,IB1,67,100,0,0,1,0.02,0.02,4.66,4.48,67,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.07,0.23,15.77,46.05,24,0.92,0.04,0.93,0.92,0.91,0.89,0.94,0.87,11226
2020-10-1/20:16:19,leukemia2,1,20,100,0,None,SVM,67,100,0,0,1,0.22,0.27,54.32,60.29,67,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,52.57,60.54,24,0.92,0.05,0.92,0.92,0.92,0.88,0.95,0.88,11226
2020-10-1/20:39:46,leukemia2,1,20,100,0,CFS,C4.5,67,100,0,0,1,0,0,0,0,67,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,36.4,81.22,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,167
2020-10-1/20:39:47,leukemia2,1,20,100,0,CFS,Naive-Bayes,67,100,0,0,1,0,0,0,0,67,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.13,46.89,24,0.92,0.05,0.92,0.92,0.92,0.87,0.98,0.95,167
2020-10-1/20:39:48,leukemia2,1,20,100,0,CFS,IB1,67,100,0,0,1,0.02,0.02,4.66,4.48,67,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.07,0.23,15.77,46.05,24,0.92,0.05,0.93,0.92,0.91,0.88,0.93,0.86,167
2020-10-1/20:39:49,leukemia2,1,20,100,0,CFS,SVM,67,100,0,0,1,0.22,0.27,54.32,60.29,67,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,52.57,60.54,24,0.92,0.06,0.93,0.92,0.92,0.88,0.95,0.89,167
2020-10-1/20:39:54,leukemia2,1,20,100,0,InfoGain,C4.5,67,100,0,0,1,0,0,0,0,67,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.2,57.43,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,167
2020-10-1/20:39:55,leukemia2,1,20,100,0,InfoGain,Naive-Bayes,67,100,0,0,1,0,0,0,0,67,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.28,18.2,55.55,24,0.88,0.06,0.9,0.88,0.87,0.82,0.95,0.9,167
2020-10-1/20:39:56,leukemia2,1,20,100,0,InfoGain,IB1,67,100,0,0,1,0.02,0.02,4.66,4.48,67,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.67,0.15,0.37,33.19,72.65,24,0.79,0.13,0.81,0.79,0.79,0.69,0.83,0.7,167
2020-10-1/20:39:57,leukemia2,1,20,100,0,InfoGain,SVM,67,100,0,0,1,0.22,0.27,54.32,60.29,67,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.28,0.36,60.66,71.63,24,0.83,0.1,0.85,0.83,0.83,0.75,0.86,0.75,167
2020-10-1/20:40:2,leukemia2,1,20,100,0,ReliefF,C4.5,67,100,0,0,1,0,0,0,0,67,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.75,0.11,0.33,24.26,66.32,24,0.83,0.09,0.83,0.83,0.83,0.74,0.87,0.76,167
2020-10-1/20:40:3,leukemia2,1,20,100,0,ReliefF,Naive-Bayes,67,100,0,0,1,0,0,0,0,67,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.2,57.43,24,0.88,0.06,0.91,0.88,0.87,0.82,0.94,0.87,167
2020-10-1/20:40:4,leukemia2,1,20,100,0,ReliefF,IB1,67,100,0,0,1,0.02,0.02,4.66,4.48,67,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.67,0.15,0.37,33.19,72.65,24,0.79,0.13,0.81,0.79,0.79,0.68,0.83,0.7,167
2020-10-1/20:40:5,leukemia2,1,20,100,0,ReliefF,SVM,67,100,0,0,1,0.22,0.27,54.32,60.29,67,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.67,0.28,0.36,60.66,70.77,24,0.79,0.13,0.81,0.79,0.79,0.68,0.87,0.75,167
2020-10-1/20:41:7,leukemia2,1,40,0,0,None,C4.5,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.11,0.33,25.06,70.84,24,0.83,0.1,0.85,0.83,0.83,0.75,0.86,0.76,11226
2020-10-1/20:41:38,leukemia2,1,40,0,0,None,Naive-Bayes,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.53,50.09,24,0.92,0.04,0.93,0.92,0.91,0.88,0.94,0.87,11226
2020-10-1/20:41:40,leukemia2,1,40,0,0,None,IB1,51,100,0,0,1,0.02,0.03,5.56,5.56,51,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.1,0.28,23.32,59.88,24,0.88,0.06,0.91,0.88,0.86,0.84,0.91,0.81,11226
2020-10-1/20:41:59,leukemia2,1,40,0,0,None,SVM,51,100,0,0,1,0.22,0.27,50.05,57.77,51,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,54.29,64.67,24,0.92,0.05,0.92,0.92,0.92,0.88,0.95,0.88,11226
2020-10-1/21:8:50,leukemia2,1,40,0,0,CFS,C4.5,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,16,66.67,8,33.33,0.48,0.22,0.47,50.12,100.18,24,0.67,0.18,0.67,0.67,0.65,0.5,0.74,0.57,165
2020-10-1/21:8:51,leukemia2,1,40,0,0,CFS,Naive-Bayes,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.79,61.35,24,0.88,0.06,0.88,0.88,0.87,0.81,0.93,0.87,165
2020-10-1/21:8:52,leukemia2,1,40,0,0,CFS,IB1,51,100,0,0,1,0.02,0.03,5.56,5.56,51,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.8,0.1,0.28,23.32,59.88,24,0.88,0.08,0.89,0.88,0.87,0.82,0.9,0.8,165
2020-10-1/21:8:53,leukemia2,1,40,0,0,CFS,SVM,51,100,0,0,1,0.22,0.27,50.05,57.77,51,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.26,0.33,58.47,70.84,24,0.83,0.12,0.88,0.83,0.83,0.76,0.88,0.79,165
2020-10-1/21:8:58,leukemia2,1,40,0,0,InfoGain,C4.5,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.11,0.33,25.06,70.84,24,0.83,0.1,0.85,0.83,0.83,0.75,0.86,0.76,165
2020-10-1/21:8:59,leukemia2,1,40,0,0,InfoGain,Naive-Bayes,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.79,61.35,24,0.88,0.06,0.88,0.88,0.87,0.81,0.95,0.89,165
2020-10-1/21:8:59,leukemia2,1,40,0,0,InfoGain,IB1,51,100,0,0,1,0.02,0.03,5.56,5.56,51,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.68,0.16,0.36,35.15,77.17,24,0.79,0.12,0.81,0.79,0.79,0.69,0.83,0.71,165
2020-10-1/21:9:1,leukemia2,1,40,0,0,InfoGain,SVM,51,100,0,0,1,0.22,0.27,50.05,57.77,51,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.68,0.28,0.36,62.65,76.51,24,0.79,0.12,0.81,0.79,0.79,0.69,0.86,0.73,165
2020-10-1/21:9:5,leukemia2,1,40,0,0,ReliefF,C4.5,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,17,70.83,7,29.17,0.54,0.19,0.44,43.85,93.71,24,0.71,0.17,0.7,0.71,0.69,0.56,0.77,0.59,165
2020-10-1/21:9:6,leukemia2,1,40,0,0,ReliefF,Naive-Bayes,51,100,0,0,1,0,0,0,0,51,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.53,50.09,24,0.92,0.04,0.93,0.92,0.92,0.88,0.93,0.89,165
2020-10-1/21:9:7,leukemia2,1,40,0,0,ReliefF,IB1,51,100,0,0,1,0.02,0.03,5.56,5.56,51,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.67,0.16,0.36,35.15,77.17,24,0.79,0.13,0.81,0.79,0.79,0.68,0.83,0.7,165
2020-10-1/21:9:8,leukemia2,1,40,0,0,ReliefF,SVM,51,100,0,0,1,0.22,0.27,50.05,57.77,51,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.3,0.38,66.82,81.8,24,0.75,0.14,0.79,0.75,0.75,0.64,0.82,0.68,165
2020-10-1/21:10:14,leukemia2,1,40,20,0,None,C4.5,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,37.34,86.07,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,11226
2020-10-1/21:10:46,leukemia2,1,40,20,0,None,Naive-Bayes,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.45,49.69,24,0.92,0.04,0.93,0.92,0.91,0.88,0.94,0.87,11226
2020-10-1/21:10:48,leukemia2,1,40,20,0,None,IB1,54,100,0,0,1,0.02,0.02,5.28,5.27,54,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.08,0.23,17.03,48.65,24,0.92,0.04,0.93,0.92,0.91,0.89,0.94,0.87,11226
2020-10-1/21:11:6,leukemia2,1,40,20,0,None,SVM,54,100,0,0,1,0.22,0.27,50.2,57.85,54,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,53.93,64.15,24,0.92,0.05,0.92,0.92,0.92,0.88,0.95,0.88,11226
2020-10-1/21:36:2,leukemia2,1,40,20,0,CFS,C4.5,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,37.34,86.07,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,166
2020-10-1/21:36:4,leukemia2,1,40,20,0,CFS,Naive-Bayes,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.67,60.86,24,0.88,0.06,0.9,0.88,0.88,0.82,0.93,0.87,166
2020-10-1/21:36:4,leukemia2,1,40,20,0,CFS,IB1,54,100,0,0,1,0.02,0.02,5.28,5.27,54,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.1,0.28,22.93,59.47,24,0.88,0.07,0.89,0.88,0.87,0.82,0.9,0.81,166
2020-10-1/21:36:5,leukemia2,1,40,20,0,CFS,SVM,54,100,0,0,1,0.22,0.27,50.2,57.85,54,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.25,0.32,56,67.28,24,0.92,0.05,0.92,0.92,0.92,0.88,0.93,0.87,166
2020-10-1/21:36:10,leukemia2,1,40,20,0,InfoGain,C4.5,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.67,60.86,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,166
2020-10-1/21:36:11,leukemia2,1,40,20,0,InfoGain,Naive-Bayes,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.75,0.11,0.33,24.89,70.27,24,0.83,0.09,0.84,0.83,0.83,0.74,0.94,0.88,166
2020-10-1/21:36:12,leukemia2,1,40,20,0,InfoGain,IB1,54,100,0,0,1,0.02,0.02,5.28,5.27,54,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.18,0.4,40.61,83.94,24,0.75,0.14,0.79,0.75,0.75,0.64,0.8,0.66,166
2020-10-1/21:36:13,leukemia2,1,40,20,0,InfoGain,SVM,54,100,0,0,1,0.22,0.27,50.2,57.85,54,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.68,0.28,0.36,62.23,75.9,24,0.79,0.12,0.81,0.79,0.79,0.69,0.86,0.73,166
2020-10-1/21:36:18,leukemia2,1,40,20,0,ReliefF,C4.5,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.67,60.86,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,166
2020-10-1/21:36:19,leukemia2,1,40,20,0,ReliefF,Naive-Bayes,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.45,49.69,24,0.92,0.04,0.93,0.92,0.92,0.88,0.95,0.9,166
2020-10-1/21:36:19,leukemia2,1,40,20,0,ReliefF,IB1,54,100,0,0,1,0.02,0.02,5.28,5.27,54,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.67,0.15,0.36,34.72,76.65,24,0.79,0.13,0.81,0.79,0.79,0.68,0.83,0.7,166
2020-10-1/21:36:20,leukemia2,1,40,20,0,ReliefF,SVM,54,100,0,0,1,0.22,0.27,50.2,57.85,54,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.3,0.38,66.38,81.15,24,0.75,0.15,0.77,0.75,0.75,0.62,0.8,0.67,166
2020-10-1/21:37:29,leukemia2,1,40,40,0,None,C4.5,58,100,0,0,1,0,0,0,0,58,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,37.04,84.98,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,11226
2020-10-1/21:38:1,leukemia2,1,40,40,0,None,Naive-Bayes,58,100,0,0,1,0,0,0,0,58,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.52,60.09,24,0.88,0.06,0.87,0.88,0.87,0.81,0.91,0.81,11226
2020-10-1/21:38:4,leukemia2,1,40,40,0,None,IB1,58,100,0,0,1,0.02,0.02,4.99,4.96,58,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.07,0.23,16.6,48.08,24,0.92,0.04,0.93,0.92,0.91,0.89,0.94,0.87,11226
2020-10-1/21:38:23,leukemia2,1,40,40,0,None,SVM,58,100,0,0,1,0.22,0.27,50.75,58.19,58,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,53.51,63.34,24,0.92,0.05,0.92,0.92,0.92,0.88,0.95,0.88,11226
2020-10-1/22:6:3,leukemia2,1,40,40,0,CFS,C4.5,58,100,0,0,1,0,0,0,0,58,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.75,0.11,0.33,24.7,69.39,24,0.83,0.09,0.84,0.83,0.83,0.74,0.87,0.76,180
2020-10-1/22:6:4,leukemia2,1,40,40,0,CFS,Naive-Bayes,58,100,0,0,1,0,0,0,0,58,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.35,49.06,24,0.92,0.04,0.92,0.92,0.92,0.87,0.95,0.89,180
2020-10-1/22:6:5,leukemia2,1,40,40,0,CFS,IB1,58,100,0,0,1,0.02,0.02,4.99,4.96,58,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.8,0.1,0.28,22.47,58.79,24,0.88,0.08,0.89,0.88,0.87,0.82,0.9,0.8,180
2020-10-1/22:6:6,leukemia2,1,40,40,0,CFS,SVM,58,100,0,0,1,0.22,0.27,50.75,58.19,58,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,53.51,63.34,24,0.92,0.06,0.93,0.92,0.92,0.88,0.95,0.89,180
2020-10-1/22:6:11,leukemia2,1,40,40,0,InfoGain,C4.5,58,100,0,0,1,0,0,0,0,58,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.52,60.09,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,180
2020-10-1/22:6:12,leukemia2,1,40,40,0,InfoGain,Naive-Bayes,58,100,0,0,1,0,0,0,0,58,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.35,49.06,24,0.92,0.04,0.93,0.92,0.92,0.88,0.96,0.93,180
2020-10-1/22:6:13,leukemia2,1,40,40,0,InfoGain,IB1,58,100,0,0,1,0.02,0.02,4.99,4.96,58,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.68,0.15,0.36,34.21,75.8,24,0.79,0.12,0.81,0.79,0.79,0.69,0.83,0.71,180
2020-10-1/22:6:14,leukemia2,1,40,40,0,InfoGain,SVM,58,100,0,0,1,0.22,0.27,50.75,58.19,58,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.27,0.35,59.68,72.22,24,0.83,0.09,0.86,0.83,0.83,0.76,0.9,0.78,180
2020-10-1/22:6:19,leukemia2,1,40,40,0,ReliefF,C4.5,58,100,0,0,1,0,0,0,0,58,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.52,60.09,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,180
2020-10-1/22:6:20,leukemia2,1,40,40,0,ReliefF,Naive-Bayes,58,100,0,0,1,0,0,0,0,58,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.35,49.06,24,0.92,0.04,0.93,0.92,0.92,0.88,0.94,0.89,180
2020-10-1/22:6:21,leukemia2,1,40,40,0,ReliefF,IB1,58,100,0,0,1,0.02,0.02,4.99,4.96,58,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.18,0.4,40.08,83,24,0.75,0.15,0.79,0.75,0.74,0.63,0.8,0.65,180
2020-10-1/22:6:22,leukemia2,1,40,40,0,ReliefF,SVM,58,100,0,0,1,0.22,0.27,50.75,58.19,58,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.29,0.37,63.8,76.71,24,0.75,0.16,0.78,0.75,0.75,0.62,0.83,0.7,180
2020-10-1/22:7:39,leukemia2,1,40,100,0,None,C4.5,69,100,0,0,1,0,0,0,0,69,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,36.42,81.75,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,11226
2020-10-1/22:8:11,leukemia2,1,40,100,0,None,Naive-Bayes,69,100,0,0,1,0,0,0,0,69,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.14,47.2,24,0.92,0.05,0.92,0.92,0.92,0.88,0.93,0.87,11226
2020-10-1/22:8:13,leukemia2,1,40,100,0,None,IB1,69,100,0,0,1,0.02,0.02,4.46,4.32,69,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.07,0.23,15.68,46.37,24,0.92,0.04,0.93,0.92,0.91,0.89,0.94,0.87,11226
2020-10-1/22:8:32,leukemia2,1,40,100,0,None,SVM,69,100,0,0,1,0.22,0.27,53.52,59.82,69,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,52.61,60.94,24,0.92,0.05,0.92,0.92,0.92,0.88,0.95,0.88,11226
2020-10-1/22:40:31,leukemia2,1,40,100,0,CFS,C4.5,69,100,0,0,1,0,0,0,0,69,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,36.42,81.75,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,198
2020-10-1/22:40:32,leukemia2,1,40,100,0,CFS,Naive-Bayes,69,100,0,0,1,0,0,0,0,69,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.14,47.2,24,0.92,0.04,0.92,0.92,0.92,0.87,0.96,0.93,198
2020-10-1/22:40:33,leukemia2,1,40,100,0,CFS,IB1,69,100,0,0,1,0.02,0.02,4.46,4.32,69,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.07,0.23,15.68,46.37,24,0.92,0.06,0.93,0.92,0.92,0.88,0.93,0.87,198
2020-10-1/22:40:35,leukemia2,1,40,100,0,CFS,SVM,69,100,0,0,1,0.22,0.27,53.52,59.82,69,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.8,0.25,0.32,54.64,63.91,24,0.88,0.09,0.9,0.88,0.88,0.82,0.91,0.83,198
2020-10-1/22:40:40,leukemia2,1,40,100,0,InfoGain,C4.5,69,100,0,0,1,0,0,0,0,69,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.21,57.81,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,198
2020-10-1/22:40:41,leukemia2,1,40,100,0,InfoGain,Naive-Bayes,69,100,0,0,1,0,0,0,0,69,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.14,47.2,24,0.92,0.04,0.93,0.92,0.92,0.88,0.94,0.91,198
2020-10-1/22:40:42,leukemia2,1,40,100,0,InfoGain,IB1,69,100,0,0,1,0.02,0.02,4.46,4.32,69,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.68,0.15,0.37,33.14,73.17,24,0.79,0.12,0.81,0.79,0.79,0.69,0.83,0.71,198
2020-10-1/22:40:43,leukemia2,1,40,100,0,InfoGain,SVM,69,100,0,0,1,0.22,0.27,53.52,59.82,69,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.68,0.29,0.37,62.73,74.63,24,0.79,0.12,0.81,0.79,0.79,0.69,0.84,0.71,198
